City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
170,Eagle Pass,US,2022-08-16 17:13:30,28.7091,-100.4995,83.26,75,75,11.5
171,Talcahuano,CL,2022-08-16 17:13:30,-36.7167,-73.1167,53.28,94,100,17.27
172,Katsuura,JP,2022-08-16 17:13:31,35.1333,140.3,80.83,87,94,23.53
173,Umm Lajj,SA,2022-08-16 17:13:31,25.0213,37.2685,87.57,70,15,7.96
174,Baglung,NP,2022-08-16 17:13:32,28.2719,83.5898,72.55,95,72,1.07
175,Goderich,CA,2022-08-16 17:13:32,43.7501,-81.7165,76.91,60,13,10.8
176,Aksay,RU,2022-08-16 17:13:33,47.26,39.87,86.25,49,97,5.01
177,Patiya,BD,2022-08-16 17:13:33,22.2931,91.9762,78.17,94,94,3.22
178,Avarua,CK,2022-08-16 17:13:34,-21.2078,-159.775,69.85,64,75,12.66
179,Faanui,PF,2022-08-16 17:13:34,-16.4833,-151.75,75.63,81,100,18.3
180,Whyalla,AU,2022-08-16 17:13:35,-33.0333,137.5833,52.95,68,91,11.65
181,Lebu,CL,2022-08-16 17:08:46,-37.6167,-73.65,51.19,93,100,14.9
182,Bethel,US,2022-08-16 17:11:22,41.3712,-73.414,85.17,44,0,8.05
183,Nanortalik,GL,2022-08-16 17:13:36,60.1432,-45.2371,42.69,99,100,8.52
184,Saint Andrews,US,2022-08-16 17:13:36,34.0454,-81.1293,79.32,70,100,5.75
185,Alice Springs,AU,2022-08-16 17:13:37,-23.7,133.8833,38.75,45,0,4.61
186,Alvorada,BR,2022-08-16 17:11:20,-12.48,-49.1247,98.02,17,55,3.56
187,Hearst,CA,2022-08-16 17:13:37,49.6835,-83.6665,75.27,41,9,2.75
188,Santa Cruz,BO,2022-08-16 17:10:01,-17.8,-63.1667,66.25,82,75,4.61
189,Cabo San Lucas,MX,2022-08-16 17:09:29,22.8909,-109.9124,86.5,72,100,6.91
190,Muhos,FI,2022-08-16 17:13:38,64.808,25.9931,67.78,67,100,5.88
191,Huarmey,PE,2022-08-16 17:13:39,-10.0681,-78.1522,66.83,70,40,11.81
192,Karlshamn,SE,2022-08-16 17:13:39,56.1706,14.8619,79.92,76,20,8.55
193,Tinskoy,RU,2022-08-16 17:13:40,56.1525,96.9161,47.79,97,100,8.9
194,Zhezkazgan,KZ,2022-08-16 17:13:40,47.8043,67.7144,67.98,26,0,11.18
195,Thompson,CA,2022-08-16 17:10:29,55.7435,-97.8558,81.05,44,8,7.2
196,Lasa,IT,2022-08-16 17:13:41,46.6166,10.7002,75.69,69,70,4.52
197,Benguela,AO,2022-08-16 17:13:41,-12.5763,13.4055,69.46,81,42,6.55
198,Porto Novo,BJ,2022-08-16 17:13:42,6.4965,2.6036,76.91,76,78,10.16
199,Talara,PE,2022-08-16 17:13:42,-4.5772,-81.2719,74.16,64,0,13.8
200,Ichinohe,JP,2022-08-16 17:13:43,40.2069,141.3017,68.23,91,77,5.53
201,Marystown,CA,2022-08-16 17:13:43,47.1666,-55.1483,65.68,82,100,11.16
202,Skibbereen,IE,2022-08-16 17:13:44,51.55,-9.2667,63.1,57,24,18.9
203,Nome,US,2022-08-16 17:13:44,64.5011,-165.4064,41.16,81,0,9.22
204,Bacolod,PH,2022-08-16 17:08:54,10.6667,122.95,78.17,88,97,7.4
205,Svetlyy,RU,2022-08-16 17:13:45,54.675,20.1347,77.05,46,98,7.61
